m	skills	qno	seed				
20	3,14,15,18,19,21,23,24,25,28,29,32,33,34,40,41,46,47,52,54,	4391	66				
20	2,5,8,9,11,21,26,28,30,34,35,36,37,39,42,43,50,51,53,56,	5754	67				
20	0,4,12,13,15,16,18,20,22,23,28,31,38,43,47,49,50,51,52,54,	5042	68				
20	4,6,11,13,21,24,28,33,34,35,37,40,41,42,43,50,51,54,55,56,	4372	69				
20	12,13,15,17,18,19,20,22,27,30,32,38,39,40,42,44,46,49,51,56,	4324	70				
20	2,4,9,10,11,12,17,23,24,29,31,34,37,40,41,45,46,51,53,54,	5642	71				
20	3,8,12,18,19,21,25,27,30,31,32,34,39,40,41,46,48,50,54,56,	6655	72				
20	3,5,6,7,8,9,17,19,25,26,28,29,30,32,41,43,45,46,49,55,	3499	73				
20	0,2,4,6,8,9,10,13,15,16,20,23,24,26,34,41,46,49,53,56,	6696	74				
20	2,4,5,6,7,12,18,19,20,22,24,30,31,35,38,39,43,45,51,57,	6147	75				
20	2,5,7,8,16,19,20,21,23,24,25,26,30,32,34,37,45,46,49,50,	5269	76				
20	1,2,4,9,11,12,13,15,16,18,26,31,33,36,37,44,45,47,52,53,	6148	77				
20	0,6,11,13,14,15,19,20,22,23,24,33,34,36,37,44,47,50,54,56,	6170	78				
20	3,8,10,12,14,17,20,21,22,25,26,28,29,34,36,39,43,45,47,51,	5498	79				
20	9,10,18,19,21,23,24,26,28,32,34,36,40,41,42,44,46,50,51,57,	6565	80				
20	0,2,6,11,16,20,28,31,34,37,38,41,42,43,45,48,49,53,54,55,	7863	81				
20	1,2,3,8,16,21,25,32,34,35,37,39,43,44,45,47,50,52,55,57,	6314	82				
20	0,2,3,5,8,12,14,16,17,18,19,21,32,34,36,46,49,51,53,57,	6469	83				
20	1,6,12,13,15,19,22,26,29,32,33,34,35,37,39,40,42,43,52,56,	6374	84				
20	6,8,9,13,20,25,26,28,31,33,34,35,38,40,44,45,48,49,55,57,	8164	85				
20	7,8,9,10,12,17,18,22,23,25,26,31,35,38,41,44,46,51,55,57,	5932	86				
20	2,3,5,8,12,14,16,17,19,21,23,26,27,30,33,35,36,49,56,57,	6008	87				
20	0,1,9,10,15,18,19,20,27,28,30,32,34,37,38,44,47,54,56,57,	8204	88				
20	3,11,13,17,18,19,23,24,25,30,32,33,34,39,41,42,49,52,53,56,	4873	89				
20	0,3,4,6,8,10,15,17,19,28,32,35,38,41,43,44,45,49,55,56,	4381	90				
20	9,10,21,24,25,26,28,29,31,32,38,39,42,43,47,48,50,53,54,56,	7516	91				
20	0,1,2,3,4,9,11,15,19,23,24,25,26,32,37,39,40,54,55,56,	5861	92				
20	2,9,10,13,15,17,19,20,21,25,26,34,36,40,42,44,49,51,54,56,	5255	93				
20	0,2,7,12,20,21,24,25,26,29,30,32,36,43,49,50,52,54,55,56,	6112	94				
20	5,6,7,8,12,14,15,23,24,26,30,32,40,43,44,47,49,50,51,55,	4944	95				
20	2,3,6,11,12,16,18,27,29,33,34,37,38,40,46,47,50,54,55,56,	5692	96				
20	3,5,8,15,16,20,25,30,31,32,34,37,38,40,47,48,51,54,55,57,	8194	97				
20	0,2,3,4,6,7,10,12,13,15,20,32,34,35,39,42,43,45,53,54,	5569	98				
20	3,4,5,7,18,21,23,31,32,35,36,38,41,48,49,50,51,52,55,56,	6082	99				
20	4,7,8,10,12,13,15,18,19,20,22,24,28,29,31,41,44,52,56,57,	5492	100	
